"openalex_id","doi","title","publication_year","publication_date","cited_by_count","source","domain","field","subfield","primary_topic","is_open_access","open_access_status","has_fulltext","has_pdf","knime_role","likely_uses_knime_workflow_platform","classification_reason"
"https://openalex.org/W1979900513","https://doi.org/10.1145/1656274.1656280","KNIME - the Konstanz information miner","2009","2009-11-16","1205","ACM SIGKDD Explorations Newsletter","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","True","green","True","True","about_knime_or_extension","False","\bknime\s*[-:]"
"https://openalex.org/W1969389753","https://doi.org/10.1007/s10822-012-9577-7","Scientific workflow systems: Pipeline Pilot and KNIME","2012","2012-05-26","215","Journal of Computer-Aided Molecular Design","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","hybrid","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2124955716","https://doi.org/10.1186/1471-2105-14-257","KNIME-CDK: Workflow-driven cheminformatics","2013","2013-08-22","161","BMC Bioinformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2395911948","","KNIME: The Konstanz Information Miner","2006","2006-01-01","152","CentAUR (University of Reading)","Physical Sciences","Computer Science","Computer Networks and Communications","Advanced Database Systems and Queries","True","green","True","True","about_knime_or_extension","False","\bknime\s*[-:]"
"https://openalex.org/W2468870810","https://doi.org/10.1007/978-3-319-28549-8_7","KNIME for Open-Source Bioimage Analysis: A Tutorial","2016","2016-01-01","99","Advances in anatomy, embryology and cell biology","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","False","closed","False","False","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2472149534","https://doi.org/10.1016/j.procs.2016.05.251","Correlation Review of Classification Algorithm Using Data Mining Tool: WEKA, Rapidminer, Tanagra, Orange and Knime","2016","2016-01-01","152","Procedia Computer Science","Health Sciences","Health Professions","Health Information Management","Artificial Intelligence in Healthcare","True","diamond","True","False","about_or_mentions_knime","False","knime in title"
"https://openalex.org/W2094833064","https://doi.org/10.1016/j.chemolab.2013.02.003","Enalos KNIME nodes: Exploring corrosion inhibition of steel in acidic medium","2013","2013-02-16","83","Chemometrics and Intelligent Laboratory Systems","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","about_knime_or_extension","False","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W1969293071","https://doi.org/10.1002/minf.201100076","KNIME Workflow to Assess PAINS Filters in SMARTS Format. Comparison of RDKit and Indigo Cheminformatics Libraries","2011","2011-08-04","127","Molecular Informatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W3023983310","https://doi.org/10.1021/acs.jcim.0c00019","ADME Prediction with KNIME: Development and Validation of a Publicly Available Workflow for the Prediction of Human Oral Bioavailability","2020","2020-05-07","73","Journal of Chemical Information and Modeling","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2154592269","https://doi.org/10.1093/bioinformatics/btr478","Extending KNIME for next-generation sequencing data analysis","2011","2011-08-27","42","Bioinformatics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Genomics and Phylogenetic Studies","False","closed","False","False","about_knime_or_extension","True","\bkonstanz information miner\b"
"https://openalex.org/W3012542478","https://doi.org/10.3389/fcomp.2020.00008","Integration of the ImageJ Ecosystem in KNIME Analytics Platform","2020","2020-03-17","42","Frontiers in Computer Science","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","True","gold","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2980497069","https://doi.org/10.1021/acs.jcim.9b00662","TeachOpenCADD-KNIME: A Teaching Platform for Computer-Aided Drug Design Using KNIME Workflows","2019","2019-10-15","31","Journal of Chemical Information and Modeling","Physical Sciences","Engineering","Biomedical Engineering","Innovative Microfluidic and Catalytic Techniques Innovation","True","hybrid","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2397016474","https://doi.org/10.1007/978-1-62703-311-4_8","CellProfiler and KNIME: Open Source Tools for High Content Screening","2013","2013-01-01","51","Methods in molecular biology","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","False","closed","False","False","about_knime_or_extension","False","\bknime\s*[-:]"
"https://openalex.org/W2520861907","https://doi.org/10.1109/cdan.2016.7570894","Comprehensive study of data analytics tools (RapidMiner, Weka, R tool, Knime)","2016","2016-03-01","58","2016 Symposium on Colossal Data Analysis and Networking (CDAN)","Physical Sciences","Computer Science","Information Systems","Data Mining Algorithms and Applications","False","closed","False","False","about_or_mentions_knime","False","knime in title"
"https://openalex.org/W3198526585","https://doi.org/10.1016/j.jbusres.2021.08.036","Machine learning for marketing on the KNIME Hub: The development of a live repository for marketing applications","2021","2021-09-01","51","Journal of Business Research","Social Sciences","Business, Management and Accounting","Marketing","Consumer Market Behavior and Pricing","True","green","True","False","about_or_mentions_knime","False","knime in title"
"https://openalex.org/W2121137483","https://doi.org/10.1186/1758-2946-6-s1-p8","The integration of Open3DTOOLS into the RDKit and KNIME","2014","2014-03-01","27","Journal of Cheminformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W1895379397","https://doi.org/10.1002/spe.2274","Big data for smart cities with KNIME a real experience in the SmartSantander testbed","2014","2014-05-29","45","Software Practice and Experience","Social Sciences","Social Sciences","Transportation","Human Mobility and Location-Based Analysis","False","closed","False","False","about_knime_or_extension","False","\bkonstanz information miner\b"
"https://openalex.org/W2621548818","https://doi.org/10.1002/minf.201700023","VSPrep: A General KNIME Workflow for the Preparation of Molecules for Virtual Screening","2017","2017-06-06","36","Molecular Informatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","bronze","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2162446989","https://doi.org/10.1186/1471-2105-13-s8-s4","HiTSEE KNIME: a visualization tool for hit selection and analysis in high-throughput screening experiments for the KNIME platform","2012","2012-05-18","26","BMC Bioinformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","about_knime_or_extension","False","\bknime\s*[-:]"
"https://openalex.org/W2887824885","https://doi.org/10.1016/j.aca.2018.07.070","KIMBLE: A versatile visual NMR metabolomics workbench in KNIME","2018","2018-07-30","25","Analytica Chimica Acta","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Metabolomics and Mass Spectrometry Studies","True","hybrid","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W1013989637","https://doi.org/10.1007/s10710-015-9247-3","Software review: the KNIME workflow environment and its applications in genetic programming and machine learning","2015","2015-07-24","48","Genetic Programming and Evolvable Machines","Social Sciences","Decision Sciences","Information Systems and Management","Scientific Computing and Data Management","True","bronze","True","True","uses_knime_as_tool","True","\bknime workflow\b"
"https://openalex.org/W1964686813","https://doi.org/10.1186/1758-2946-4-s1-f2","What's new in KNIME?","2012","2012-05-01","16","Journal of Cheminformatics","Physical Sciences","Computer Science","Computer Networks and Communications","Advanced Database Systems and Queries","True","gold","True","True","about_knime_or_extension","False","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2286489929","https://doi.org/10.1109/mgrs.2015.2496160","KNIME an Open Source Solution for Predictive Analytics in the Geosciences [Software and Data Sets]","2015","2015-12-01","28","IEEE Geoscience and Remote Sensing Magazine","Physical Sciences","Computer Science","Artificial Intelligence","Geochemistry and Geologic Mapping","False","closed","False","False","about_knime_or_extension","False","\bkonstanz information miner\b"
"https://openalex.org/W2070390828","https://doi.org/10.1145/2023598.2023602","Comprehensive PMML preprocessing in KNIME","2011","2011-08-21","15","Proceedings of the 2011 workshop on Predictive markup language modeling","Physical Sciences","Computer Science","Artificial Intelligence","Neural Networks and Applications","False","closed","True","False","about_knime_or_extension","False","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2935543933","https://doi.org/10.1109/gucon.2018.8674946","Sentiment Classification for Mobile Reviews using KNIME","2018","2018-09-01","18","2018 International Conference on Computing, Power and Communication Technologies (GUCON)","Physical Sciences","Computer Science","Artificial Intelligence","Sentiment Analysis and Opinion Mining","False","closed","False","False","uses_knime_as_tool","True","\busing knime\b"
"https://openalex.org/W2138106181","","Parallel and Distributed Data Pipelining with KNIME","2007","2007-01-01","18","KOPS (University of Konstanz)","Physical Sciences","Computer Science","Computer Networks and Communications","Advanced Database Systems and Queries","True","green","True","True","about_knime_or_extension","False","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2078810130","https://doi.org/10.1109/mipro.2014.6859797","Big data and sentiment analysis using KNIME: Online reviews vs. social media","2014","2014-05-01","32","2014 37th International Convention on Information and Communication Technology, Electronics and Microelectronics (MIPRO)","Physical Sciences","Computer Science","Artificial Intelligence","Sentiment Analysis and Opinion Mining","False","closed","False","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W3045845943","https://doi.org/10.1016/j.ntt.2020.106918","Optimization of the spontaneous tail coiling test for fast assessment of neurotoxic effects in the zebrafish embryo using an automated workflow in KNIME®","2020","2020-07-27","45","Neurotoxicology and Teratology","Physical Sciences","Environmental Science","Health, Toxicology and Mutagenesis","Environmental Toxicology and Ecotoxicology","True","green","True","True","uses_knime_as_tool","True","\bworkflow[s]?\b.{0,80}\bknime\b"
"https://openalex.org/W4401636363","https://doi.org/10.1186/s13321-024-00894-1","Democratizing cheminformatics: interpretable chemical grouping using an automated KNIME workflow","2024","2024-08-16","23","Journal of Cheminformatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","gold","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3045864292","https://doi.org/10.2174/0929867327666200727114410","Enalos Suite of Tools: Enhancing Cheminformatics and Nanoinfor - matics through KNIME","2020","2020-07-28","22","Current Medicinal Chemistry","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","about_knime_or_extension","False","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2129047745","https://doi.org/10.1093/bioinformatics/btr554","Knime4Bio: a set of custom nodes for the interpretation of next-generation sequencing data with KNIME","2011","2011-10-07","27","Bioinformatics","Life Sciences","Biochemistry, Genetics and Molecular Biology","Molecular Biology","Genomics and Phylogenetic Studies","True","hybrid","True","True","about_knime_or_extension","False","\bkonstanz information miner\b"
"https://openalex.org/W2808421084","https://doi.org/10.5121/ijaia.2018.9301","ESB Platform Integrating Knime Data Mining Tool Oriented on Industry 4.0 Based on Artificial Neural Network Predictive Maintenance","2018","2018-05-30","40","International Journal of Artificial Intelligence & Applications","Physical Sciences","Engineering","Industrial and Manufacturing Engineering","Industrial Vision Systems and Defect Detection","True","bronze","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W4252315637","https://doi.org/10.2174/1568026611212180004","Drug Discovery Applications for KNIME: An Open Source Data Mining Platform","2013","2013-01-07","20","Current Topics in Medicinal Chemistry","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","False","closed","False","False","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2092556301","https://doi.org/10.1080/18756891.2013.818186","Fuzzy Logic in KNIME – Modules for Approximate Reasoning –","2013","2013-01-01","14","International Journal of Computational Intelligence Systems","Physical Sciences","Computer Science","Computational Theory and Mathematics","Rough Sets and Fuzzy Logic","True","gold","True","True","about_knime_or_extension","False","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W2075849109","https://doi.org/10.1002/minf.201400188","Screening Chemicals for Receptor‐Mediated Toxicological and Pharmacological Endpoints: Using Public Data to Build Screening Tools within a KNIME Workflow","2015","2015-02-01","39","Molecular Informatics","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","green","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
"https://openalex.org/W3047697246","https://doi.org/10.5599/admet.852","ADME Prediction with KNIME: In silico aqueous solubility models based on supervised recursive machine learning approaches","2020","2020-08-08","29","ADMET & DMPK","Physical Sciences","Computer Science","Computational Theory and Mathematics","Computational Drug Discovery Methods","True","diamond","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W2340741354","https://doi.org/10.1177/1087057115618348","A KNIME-Based Analysis of the Zebrafish Photomotor Response Clusters the Phenotypes of 14 Classes of Neuroactive Molecules","2015","2015-12-04","26","SLAS DISCOVERY","Life Sciences","Biochemistry, Genetics and Molecular Biology","Cell Biology","Zebrafish Biomedical Research Applications","True","hybrid","True","True","about_knime_or_extension","True","\bknime\s*[-:]"
"https://openalex.org/W4231500900","https://doi.org/10.1007/978-1-4939-9145-7_4","CellProfiler and KNIME: Open-Source Tools for High-Content Screening","2019","2019-01-01","18","Methods in molecular biology","Life Sciences","Biochemistry, Genetics and Molecular Biology","Biophysics","Cell Image Analysis Techniques","False","closed","False","False","about_knime_or_extension","False","\bknime\s*[-:]"
"https://openalex.org/W4200444944","https://doi.org/10.18178/ijiet.2022.12.2.1591","A Predictive Model Implemented in KNIME Based on Learning Analytics for Timely Decision Making in Virtual Learning Environments","2021","2021-12-27","27","International Journal of Information and Education Technology","Physical Sciences","Computer Science","Computer Science Applications","Online Learning and Analytics","True","diamond","True","True","about_knime_or_extension","True","\bknime\b.*\b(platform|extension|node|nodes|tutorial|workflow system)\b"
