rank,title,doi,status,output_path,used_url,note
61,KniMet: a pipeline for the processing of chromatography–mass spectrometry metabolomics data,https://doi.org/10.1007/s11306-018-1349-5,downloaded_pdf,data/original/articles/61_10.pdf,https://link.springer.com/content/pdf/10.1007%2Fs11306-018-1349-5.pdf,best_oa_location.pdf_url; HTTP 200; application/pdf; https://link.springer.com/content/pdf/10.1007%2Fs11306-018-1349-5.pdf
62,Extending KNIME for next-generation sequencing data analysis,https://doi.org/10.1093/bioinformatics/btr478,downloaded_pdf,data/original/articles/bioinformatics_27_20_2907.pdf,,User-provided PDF
63,Integration of the ImageJ Ecosystem in KNIME Analytics Platform,https://doi.org/10.3389/fcomp.2020.00008,downloaded_pdf,data/original/articles/63_10.3389_fcomp.2020.pdf,https://www.frontiersin.org/articles/10.3389/fcomp.2020.00008/pdf,best_oa_location.pdf_url; HTTP 200; application/pdf; https://www.frontiersin.org/articles/10.3389/fcomp.2020.00008/pdf
64,Comparison of data mining techniques and tools for data classification,https://doi.org/10.1145/2494444.2494451,downloaded_pdf,data/original/articles/Paper_Poster_Final.pdf,,User-provided PDF
65,ESB Platform Integrating Knime Data Mining Tool Oriented on Industry 4.0 Based on Artificial Neural Network Predictive Maintenance,https://doi.org/10.5121/ijaia.2018.9301,downloaded_pdf,data/original/articles/65_10.5121_ijaia.2018.pdf,https://doi.org/10.5121/ijaia.2018.9301,best_oa_location.pdf_url; HTTP 200; application/pdf; https://doi.org/10.5121/ijaia.2018.9301
66,Multi-template matching: a versatile tool for object-localization in microscopy images,https://doi.org/10.1186/s12859-020-3363-7,downloaded_pdf,data/original/articles/66_10.1186_s12859-020-3363-7_counter.pdf,https://bmcbioinformatics.biomedcentral.com/counter/pdf/10.1186/s12859-020-3363-7,Second-pass BMC counter PDF URL; valid PDF
67,Hotel service quality dimensions and attributes: An analysis of online hotel customer reviews,https://doi.org/10.1177/14673584221145819,not_downloaded,,,No candidate PDF URL in OpenAlex metadata
68,"Phaedra, a Protocol-Driven System for Analysis and Validation of High-Content Imaging and Flow Cytometry",https://doi.org/10.1177/1087057111432885,downloaded_pdf,data/original/articles/Phaedra_a_Protocol-Driven_System_for_Analysis_and_.pdf,,User-provided PDF
69,GediNET for discovering gene associations across diseases using knowledge based machine learning approach,https://doi.org/10.1038/s41598-022-24421-0,downloaded_pdf,data/original/articles/69_10.pdf,https://www.nature.com/articles/s41598-022-24421-0.pdf,best_oa_location.pdf_url; HTTP 200; application/pdf; https://www.nature.com/articles/s41598-022-24421-0.pdf
70,Screening Chemicals for Receptor‐Mediated Toxicological and Pharmacological Endpoints: Using Public Data to Build Screening Tools within a KNIME Workflow,https://doi.org/10.1002/minf.201400188,downloaded_pdf,data/original/articles/70_10.1002_minf.pdf,https://researchonline.ljmu.ac.uk/id/eprint/2815/1/KNIMEpaper_Steinmetz_19122014%20cronin.pdf,best_oa_location.pdf_url; HTTP 200; application/pdf; https://researchonline.ljmu.ac.uk/id/eprint/2815/1/KNIMEpaper_Steinmetz_19122014%20cronin.pdf
71,Multimodal Learning and Intelligent Prediction of Symptom Development in Individual Parkinson’s Patients,https://doi.org/10.3390/s16091498,downloaded_pdf,data/original/articles/71_10.3390_s16091498_mdpires.pdf,https://mdpi-res.com/d_attachment/sensors/sensors-16-01498/article_deploy/sensors-16-01498.pdf,Second-pass MDPI asset URL; valid PDF
72,OpenML: A Collaborative Science Platform,,not_downloaded,,,No candidate PDF URL in OpenAlex metadata
73,Network intrusion detection system: machine learning approach,https://doi.org/10.11591/ijeecs.v25.i2.pp1151-1158,downloaded_pdf,data/original/articles/73_10.11591_ijeecs.v25.i2.pdf,https://ijeecs.iaescore.com/index.php/IJEECS/article/download/26808/16051,best_oa_location.pdf_url; HTTP 200; application/pdf; https://ijeecs.iaescore.com/index.php/IJEECS/article/download/26808/16051
74,Computational Tools And Resources For Metabolism-Related Property Predictions. 2. Application To Prediction Of Half-Life Time In Human Liver Microsomes,https://doi.org/10.4155/fmc.12.152,not_downloaded,,https://www.ncbi.nlm.nih.gov/pmc/articles/4117347,open_access.oa_url; HTTP 200; text/html; charset=utf-8; https://www.ncbi.nlm.nih.gov/pmc/articles/4117347
75,Molecular similarity-based predictions of the Tox21 screening outcome,https://doi.org/10.3389/fenvs.2015.00054,downloaded_pdf,data/original/articles/75_10.3389_fenvs.2015.pdf,https://www.frontiersin.org/articles/10.3389/fenvs.2015.00054/pdf,best_oa_location.pdf_url; HTTP 200; application/pdf; https://www.frontiersin.org/articles/10.3389/fenvs.2015.00054/pdf
76,VSPrep: A General KNIME Workflow for the Preparation of Molecules for Virtual Screening,https://doi.org/10.1002/minf.201700023,not_downloaded,,https://content.openalex.org/works/W2621548818.pdf,content_urls.pdf; HTTP 401; https://content.openalex.org/works/W2621548818.pdf
77,Business Intelligence Improved by Data Mining Algorithms and Big Data Systems: An Overview of Different Tools Applied in Industrial Research,https://doi.org/10.13189/csit.2019.070101,downloaded_pdf,data/original/articles/77_10.13189_csit.2019.070101.pdf,https://www.hrpub.org/download/20181230/CSIT1-13512271.pdf,Second-pass HRPUB PDF URL; valid PDF
