id,doi,display_name,publication_year,publication_date,type,type_crossref,cited_by_count,is_oa,open_access_status,primary_location_source,primary_location_landing_page_url,primary_location_pdf_url,authorships_count,first_author
https://openalex.org/W2979114862,https://doi.org/10.7124/bc.00090f,Computational analysis of microarray gene expression profiles of lung cancer,2016,2016-02-29,article,,29,True,diamond,Biopolymers and Cell,https://doi.org/10.7124/bc.00090f,http://www.biopolymers.org.ua/pdf/en/32/1/070/biopolym.cell-2016-32-1-070-en.pdf,4,Sergii Babichev
https://openalex.org/W2792618216,https://doi.org/10.1080/07391102.2018.1456975,Identifying natural compounds as multi-target-directed ligands against Alzheimer’s disease: an <i>in silico</i> approach,2018,2018-03-26,article,,78,False,closed,Journal of Biomolecular Structure and Dynamics,https://doi.org/10.1080/07391102.2018.1456975,,4,Pravin Ambure
https://openalex.org/W3173327845,https://doi.org/10.48550/arxiv.2001.11489,MACHINE LEARNING IN NETWORK SECURITY USING KNIME ANALYTICS,2019,2019-11-18,article,,0,True,green,SSRN Electronic Journal,https://papers.ssrn.com/sol3/Delivery.cfm/SSRN_ID3861404_code3121922.pdf?abstractid=3861404&mirid=1,,1,Munther Abualkibash
https://openalex.org/W4315563962,https://doi.org/10.33979/2073-7432-2022-1(79)-4-119-124,ANALYSISOFTHELEVELOFTRAININGOF STUDENTS OF TRANSPORT DIRECTIONS IN THE KNIME ANALYTICS PLATFORM SOFTWARE ENVIRONMENT,2022,2022-01-01,article,,0,False,closed,World of transport and technological machines,https://doi.org/10.33979/2073-7432-2022-1(79)-4-119-124,,2,Kulev Andrey Vladimirovich
https://openalex.org/W3185594349,,Marketing retail analytics using tableau and Knime,2021,2021-07-18,article,,0,False,closed,"International journal of advance research, ideas and innovations in technology",https://www.ijariit.com/manuscripts/v7i4/V7I4-1412.pdf,,1,Raghav
https://openalex.org/W4296024895,,"CymeR: cytometry analysis using KNIME, Docker and R",2017,2017-01-01,article,,0,False,closed,HAL (Le Centre pour la Communication Scientifique Directe),https://hal.univ-brest.fr/hal-02050797,,3,"Muchmore, B"
https://openalex.org/W2801124320,,Work Session Using KNIME for Data Analytics,2018,2018-01-01,article,,0,False,closed,,https://researchexchange.iaao.org/conference/IAAO2018/schedule/73/,,2,Cooke PhD
https://openalex.org/W4409642807,https://doi.org/10.1109/indicon63790.2024.10958525,Machine Learning KNIME Based Diseases Prediction for Healthcare Analytics,2024,2024-12-19,article,,0,False,closed,,https://doi.org/10.1109/indicon63790.2024.10958525,,6,M. Akila Devi
https://openalex.org/W3194164506,https://doi.org/10.52460/issc.2021.024,Knime ile CRISP-DM Veri Bilimi Yöntemi Uygulaması,2021,2021-08-23,article,,0,False,closed,,https://doi.org/10.52460/issc.2021.024,,2,Hilal Çelik
https://openalex.org/W2048283898,https://doi.org/10.1002/minf.201400016,MassCascade: Visual Programming for LC‐MS Data Processing in Metabolomics,2014,2014-04-01,article,,14,True,bronze,Molecular Informatics,https://doi.org/10.1002/minf.201400016,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/minf.201400016,5,Stephan Beisken
https://openalex.org/W3211633957,,KNIME Workflow: Query Semantic Scholar API by DOI,2021,2021-11-18,article,,0,False,closed,King Abdullah University of Science and Technology Repository (King Abdullah University of Science and Technology),http://hdl.handle.net/10754/673678,,2,Carl Balagtas
